transition_id,participant_id,seconds_to_onset,Ambient_Temperature,Wrist_Skin_Temperature
1,participant_2,-294.45238095238096,26.0,34.47
1,participant_2,-294.42857142857144,26.0,34.47
1,participant_2,-294.4047619047619,26.0,34.47
1,participant_2,-294.3809523809524,26.0,34.47
1,participant_2,-294.35714285714283,26.0,34.47
1,participant_2,-294.3333333333333,26.0,34.47
1,participant_2,-294.3095238095238,26.0,34.47
1,participant_2,-294.2857142857143,26.0,34.47
1,participant_2,-294.26190476190476,26.0,34.47
1,participant_2,-294.23809523809524,26.0,34.47
1,participant_2,-294.2142857142857,26.0,34.47
1,participant_2,-294.1904761904762,26.0,34.47
1,participant_2,-294.1666666666667,26.0,34.47
1,participant_2,-294.14285714285717,26.0,34.47
1,participant_2,-294.1190476190476,26.0,34.47
1,participant_2,-294.0952380952381,26.0,34.47
1,participant_2,-294.07142857142856,26.0,34.47
1,participant_2,-294.04761904761904,26.0,34.47
1,participant_2,-294.0238095238095,26.0,34.47
1,participant_2,-294.0,26.0,34.47
1,participant_2,-293.9761904761905,26.0,34.47
1,participant_2,-293.95238095238096,26.0,34.47
1,participant_2,-293.92857142857144,26.0,34.47
1,participant_2,-293.9047619047619,26.0,34.47
1,participant_2,-293.8809523809524,26.0,34.47
1,participant_2,-293.85714285714283,26.0,34.47
1,participant_2,-293.8333333333333,26.0,34.47
1,participant_2,-293.8095238095238,26.0,34.47
1,participant_2,-293.7857142857143,26.0,34.47
1,participant_2,-293.76190476190476,26.0,34.47
1,participant_2,-293.73809523809524,26.0,34.47
1,participant_2,-293.7142857142857,26.0,34.47
1,participant_2,-293.6904761904762,26.0,34.47
1,participant_2,-293.6666666666667,26.0,34.47
1,participant_2,-293.64285714285717,26.0,34.47
1,participant_2,-293.6190476190476,26.0,34.47
1,participant_2,-293.5952380952381,26.0,34.47
1,participant_2,-293.57142857142856,26.0,34.47
1,participant_2,-293.54761904761904,26.0,34.47
1,participant_2,-293.5238095238095,26.0,34.47
1,participant_2,-293.5,26.0,34.47
1,participant_2,-293.4761904761905,26.0,34.47
1,participant_2,-293.45238095238096,26.0,34.47
1,participant_2,-293.42857142857144,26.0,34.47
1,participant_2,-293.4047619047619,26.0,34.47
1,participant_2,-293.3809523809524,26.0,34.47
1,participant_2,-293.35714285714283,26.0,34.47
1,participant_2,-293.3333333333333,26.0,34.47
1,participant_2,-293.3095238095238,26.0,34.47
1,participant_2,-293.2857142857143,26.0,34.47
1,participant_2,-293.26190476190476,26.0,34.47
1,participant_2,-293.23809523809524,26.0,34.47
1,participant_2,-293.2142857142857,26.0,34.47
1,participant_2,-293.1904761904762,26.0,34.47
1,participant_2,-293.1666666666667,26.0,34.47
1,participant_2,-293.14285714285717,26.0,34.47
1,participant_2,-293.1190476190476,26.0,34.47
1,participant_2,-293.0952380952381,26.0,34.47
1,participant_2,-293.07142857142856,26.0,34.47
1,participant_2,-293.04761904761904,26.0,34.47
1,participant_2,-293.0238095238095,26.0,34.47
1,participant_2,-293.0,26.0,34.47
1,participant_2,-292.9761904761905,26.1,34.47
1,participant_2,-292.95238095238096,26.1,34.47
1,participant_2,-292.92857142857144,26.1,34.47
1,participant_2,-292.9047619047619,26.1,34.47
1,participant_2,-292.8809523809524,26.1,34.47
1,participant_2,-292.85714285714283,26.1,34.47
1,participant_2,-292.8333333333333,26.1,34.47
1,participant_2,-292.8095238095238,26.1,34.47
1,participant_2,-292.7857142857143,26.1,34.47
1,participant_2,-292.76190476190476,26.1,34.47
1,participant_2,-292.73809523809524,26.1,34.47
1,participant_2,-292.7142857142857,26.1,34.47
1,participant_2,-292.6904761904762,26.1,34.47
1,participant_2,-292.6666666666667,26.1,34.47
1,participant_2,-292.64285714285717,26.1,34.47
1,participant_2,-292.6190476190476,26.1,34.47
1,participant_2,-292.5952380952381,26.1,34.47
1,participant_2,-292.57142857142856,26.1,34.47
1,participant_2,-292.54761904761904,26.1,34.47
1,participant_2,-292.5238095238095,26.1,34.47
1,participant_2,-292.5,26.1,34.47
1,participant_2,-292.4761904761905,26.1,34.47
1,participant_2,-292.45238095238096,26.1,34.47
1,participant_2,-292.42857142857144,26.1,34.47
1,participant_2,-292.4047619047619,26.1,34.47
1,participant_2,-292.3809523809524,26.1,34.47
1,participant_2,-292.35714285714283,26.1,34.47
1,participant_2,-292.3333333333333,26.1,34.47
1,participant_2,-292.3095238095238,26.1,34.47
1,participant_2,-292.2857142857143,26.1,34.45
1,participant_2,-292.26190476190476,26.1,34.45
1,participant_2,-292.23809523809524,26.1,34.45
1,participant_2,-292.2142857142857,26.1,34.45
1,participant_2,-292.1904761904762,26.1,34.45
1,participant_2,-292.1666666666667,26.1,34.45
1,participant_2,-292.14285714285717,26.1,34.45
1,participant_2,-292.1190476190476,26.1,34.45
1,participant_2,-292.0952380952381,26.1,34.45
1,participant_2,-292.07142857142856,26.1,34.45
1,participant_2,-292.04761904761904,26.1,34.45
1,participant_2,-292.0238095238095,26.1,34.45
1,participant_2,-292.0,26.1,34.45
1,participant_2,-291.9761904761905,26.1,34.45
1,participant_2,-291.95238095238096,26.1,34.45
1,participant_2,-291.92857142857144,26.1,34.45
1,participant_2,-291.9047619047619,26.1,34.45
1,participant_2,-291.8809523809524,26.1,34.45
1,participant_2,-291.85714285714283,26.1,34.45
1,participant_2,-291.8333333333333,26.1,34.45
1,participant_2,-291.8095238095238,26.1,34.45
1,participant_2,-291.7857142857143,26.1,34.45
1,participant_2,-291.76190476190476,26.1,34.45
1,participant_2,-291.73809523809524,26.1,34.45
1,participant_2,-291.7142857142857,26.1,34.45
1,participant_2,-291.6904761904762,26.1,34.45
1,participant_2,-291.6666666666667,26.1,34.45
1,participant_2,-291.64285714285717,26.1,34.45
1,participant_2,-291.6190476190476,26.1,34.45
1,participant_2,-291.5952380952381,26.1,34.45
1,participant_2,-291.57142857142856,26.1,34.45
1,participant_2,-291.54761904761904,26.1,34.45
1,participant_2,-291.5238095238095,26.1,34.45
1,participant_2,-291.5,26.1,34.45
1,participant_2,-291.4761904761905,26.1,34.45
1,participant_2,-291.45238095238096,26.0,34.45
1,participant_2,-291.42857142857144,26.0,34.45
1,participant_2,-291.4047619047619,26.0,34.45
1,participant_2,-291.3809523809524,26.0,34.45
1,participant_2,-291.35714285714283,26.0,34.45
1,participant_2,-291.3333333333333,26.0,34.45
1,participant_2,-291.3095238095238,26.0,34.45
1,participant_2,-291.2857142857143,26.0,34.45
1,participant_2,-291.26190476190476,26.0,34.45
1,participant_2,-291.23809523809524,26.0,34.45
1,participant_2,-291.2142857142857,26.0,34.45
1,participant_2,-291.1904761904762,26.0,34.45
1,participant_2,-291.1666666666667,26.0,34.45
1,participant_2,-291.14285714285717,26.0,34.45
1,participant_2,-291.1190476190476,26.0,34.45
1,participant_2,-291.0952380952381,26.0,34.45
1,participant_2,-291.07142857142856,26.0,34.45
1,participant_2,-291.04761904761904,26.0,34.45
1,participant_2,-291.0238095238095,26.0,34.45
1,participant_2,-291.0,26.0,34.45
1,participant_2,-290.9761904761905,26.0,34.45
1,participant_2,-290.95238095238096,26.0,34.45
1,participant_2,-290.92857142857144,26.0,34.45
1,participant_2,-290.9047619047619,26.0,34.45
1,participant_2,-290.8809523809524,26.0,34.45
1,participant_2,-290.85714285714283,26.0,34.45
1,participant_2,-290.8333333333333,26.0,34.45
1,participant_2,-290.8095238095238,26.0,34.45
1,participant_2,-290.7857142857143,26.0,34.45
1,participant_2,-290.76190476190476,26.0,34.45
1,participant_2,-290.73809523809524,26.0,34.45
1,participant_2,-290.7142857142857,26.0,34.45
1,participant_2,-290.6904761904762,26.0,34.45
1,participant_2,-290.6666666666667,26.0,34.45
1,participant_2,-290.64285714285717,26.0,34.45
1,participant_2,-290.6190476190476,26.0,34.45
1,participant_2,-290.5952380952381,26.0,34.45
1,participant_2,-290.57142857142856,26.0,34.45
1,participant_2,-290.54761904761904,26.0,34.45
1,participant_2,-290.5238095238095,26.0,34.45
1,participant_2,-290.5,26.0,34.45
1,participant_2,-290.4761904761905,26.0,34.45
1,participant_2,-290.45238095238096,26.0,34.45
1,participant_2,-290.42857142857144,26.0,34.45
1,participant_2,-290.4047619047619,26.0,34.45
1,participant_2,-290.3809523809524,26.0,34.45
1,participant_2,-290.35714285714283,26.0,34.45
1,participant_2,-290.3333333333333,26.0,34.45
1,participant_2,-290.3095238095238,26.0,34.45
1,participant_2,-290.2857142857143,26.0,34.45
1,participant_2,-290.26190476190476,26.0,34.45
1,participant_2,-290.23809523809524,26.0,34.45
1,participant_2,-290.2142857142857,26.0,34.45
1,participant_2,-290.1904761904762,26.0,34.45
1,participant_2,-290.1666666666667,26.0,34.45
1,participant_2,-290.14285714285717,26.0,34.45
1,participant_2,-290.1190476190476,26.0,34.45
1,participant_2,-290.0952380952381,26.0,34.45
1,participant_2,-290.07142857142856,26.0,34.45
1,participant_2,-290.04761904761904,26.0,34.45
1,participant_2,-290.0238095238095,26.0,34.45
1,participant_2,-290.0,26.0,34.45
1,participant_2,-289.9761904761905,26.0,34.45
1,participant_2,-289.95238095238096,26.0,34.45
1,participant_2,-289.92857142857144,26.0,34.45
1,participant_2,-289.9047619047619,26.0,34.45
1,participant_2,-289.8809523809524,26.0,34.45
1,participant_2,-289.85714285714283,26.0,34.45
1,participant_2,-289.8333333333333,26.0,34.45
1,participant_2,-289.8095238095238,26.0,34.45
1,participant_2,-289.7857142857143,26.0,34.45
1,participant_2,-289.76190476190476,26.0,34.45
1,participant_2,-289.73809523809524,26.0,34.45
1,participant_2,-289.7142857142857,26.0,34.45
1,participant_2,-289.6904761904762,26.0,34.45
1,participant_2,-289.6666666666667,26.0,34.45
1,participant_2,-289.64285714285717,26.0,34.45
1,participant_2,-289.6190476190476,26.0,34.45
1,participant_2,-289.5952380952381,26.0,34.45
1,participant_2,-289.57142857142856,26.0,34.45
1,participant_2,-289.54761904761904,26.0,34.45
1,participant_2,-289.5238095238095,26.0,34.45
1,participant_2,-289.5,26.0,34.45
1,participant_2,-289.4761904761905,26.0,34.45
1,participant_2,-289.45238095238096,26.0,34.45
1,participant_2,-289.42857142857144,26.0,34.45
1,participant_2,-289.4047619047619,26.0,34.45
1,participant_2,-289.3809523809524,26.0,34.45
1,participant_2,-289.35714285714283,26.0,34.45
1,participant_2,-289.3333333333333,26.0,34.45
1,participant_2,-289.3095238095238,26.0,34.45
1,participant_2,-289.2857142857143,26.0,34.45
1,participant_2,-289.26190476190476,26.0,34.45
1,participant_2,-289.23809523809524,26.0,34.45
1,participant_2,-289.2142857142857,26.0,34.45
1,participant_2,-289.1904761904762,26.0,34.45
1,participant_2,-289.1666666666667,26.0,34.45
1,participant_2,-289.14285714285717,26.0,34.45
1,participant_2,-289.1190476190476,26.0,34.45
1,participant_2,-289.0952380952381,26.0,34.45
1,participant_2,-289.07142857142856,26.0,34.45
1,participant_2,-289.04761904761904,26.0,34.45
1,participant_2,-289.0238095238095,26.0,34.45
1,participant_2,-289.0,26.0,34.45
1,participant_2,-288.9761904761905,26.0,34.45
1,participant_2,-288.95238095238096,26.0,34.45
1,participant_2,-288.92857142857144,26.0,34.45
1,participant_2,-288.9047619047619,26.0,34.45
1,participant_2,-288.8809523809524,26.0,34.45
1,participant_2,-288.85714285714283,26.0,34.45
1,participant_2,-288.8333333333333,26.0,34.45
1,participant_2,-288.8095238095238,26.0,34.45
1,participant_2,-288.7857142857143,26.0,34.45
1,participant_2,-288.76190476190476,26.0,34.45
1,participant_2,-288.73809523809524,26.0,34.45
1,participant_2,-288.7142857142857,26.0,34.45
1,participant_2,-288.6904761904762,26.0,34.45
1,participant_2,-288.6666666666667,26.0,34.45
1,participant_2,-288.64285714285717,26.0,34.45
1,participant_2,-288.6190476190476,26.0,34.45
1,participant_2,-288.5952380952381,26.0,34.45
1,participant_2,-288.57142857142856,26.0,34.45
1,participant_2,-288.54761904761904,26.0,34.45
1,participant_2,-288.5238095238095,26.0,34.45
1,participant_2,-288.5,26.0,34.45
1,participant_2,-288.4761904761905,26.0,34.45
1,participant_2,-288.45238095238096,26.0,34.45
1,participant_2,-288.42857142857144,26.0,34.45
1,participant_2,-288.4047619047619,26.0,34.45
1,participant_2,-288.3809523809524,26.0,34.45
1,participant_2,-288.35714285714283,26.0,34.45
1,participant_2,-288.3333333333333,26.0,34.45
1,participant_2,-288.3095238095238,26.0,34.45
1,participant_2,-288.2857142857143,26.0,34.45
1,participant_2,-288.26190476190476,26.0,34.45
1,participant_2,-288.23809523809524,26.0,34.45
1,participant_2,-288.2142857142857,26.0,34.45
1,participant_2,-288.1904761904762,26.0,34.45
1,participant_2,-288.1666666666667,26.0,34.45
1,participant_2,-288.14285714285717,26.0,34.45
1,participant_2,-288.1190476190476,26.0,34.45
1,participant_2,-288.0952380952381,26.0,34.45
1,participant_2,-288.07142857142856,26.0,34.45
1,participant_2,-288.04761904761904,26.0,34.45
1,participant_2,-288.0238095238095,26.0,34.45
1,participant_2,-288.0,26.0,34.45
1,participant_2,-287.9761904761905,26.0,34.45
1,participant_2,-287.95238095238096,26.0,34.45
1,participant_2,-287.92857142857144,26.0,34.45
1,participant_2,-287.9047619047619,26.0,34.45
1,participant_2,-287.8809523809524,26.0,34.45
1,participant_2,-287.85714285714283,26.0,34.45
1,participant_2,-287.8333333333333,26.0,34.45
1,participant_2,-287.8095238095238,26.0,34.45
1,participant_2,-287.7857142857143,26.0,34.45
1,participant_2,-287.76190476190476,26.0,34.45
1,participant_2,-287.73809523809524,26.0,34.45
1,participant_2,-287.7142857142857,26.0,34.45
1,participant_2,-287.6904761904762,26.0,34.45
1,participant_2,-287.6666666666667,26.0,34.45
1,participant_2,-287.64285714285717,26.0,34.45
1,participant_2,-287.6190476190476,26.0,34.45
1,participant_2,-287.5952380952381,26.0,34.45
1,participant_2,-287.57142857142856,26.0,34.45
1,participant_2,-287.54761904761904,26.0,34.45
1,participant_2,-287.5238095238095,26.0,34.45
1,participant_2,-287.5,26.0,34.45
1,participant_2,-287.4761904761905,26.0,34.45
1,participant_2,-287.45238095238096,26.0,34.45
1,participant_2,-287.42857142857144,26.0,34.45
1,participant_2,-287.4047619047619,26.0,34.45
1,participant_2,-287.3809523809524,26.0,34.45
1,participant_2,-287.35714285714283,26.0,34.45
1,participant_2,-287.3333333333333,26.0,34.45
1,participant_2,-287.3095238095238,26.0,34.45
1,participant_2,-287.2857142857143,26.0,34.45
1,participant_2,-287.26190476190476,26.0,34.45
1,participant_2,-287.23809523809524,26.0,34.45
1,participant_2,-287.2142857142857,26.0,34.45
1,participant_2,-287.1904761904762,26.0,34.45
1,participant_2,-287.1666666666667,26.0,34.45
1,participant_2,-287.14285714285717,26.0,34.45
1,participant_2,-287.1190476190476,26.0,34.45
1,participant_2,-287.0952380952381,26.0,34.45
1,participant_2,-287.07142857142856,26.0,34.45
1,participant_2,-287.04761904761904,26.0,34.45
1,participant_2,-287.0238095238095,26.0,34.45
1,participant_2,-287.0,26.0,34.45
1,participant_2,-286.9761904761905,26.0,34.45
1,participant_2,-286.95238095238096,26.0,34.45
1,participant_2,-286.92857142857144,26.0,34.45
1,participant_2,-286.9047619047619,26.1,34.45
1,participant_2,-286.8809523809524,26.1,34.45
1,participant_2,-286.85714285714283,26.1,34.45
1,participant_2,-286.8333333333333,26.1,34.45
1,participant_2,-286.8095238095238,26.1,34.45
1,participant_2,-286.7857142857143,26.1,34.45
1,participant_2,-286.76190476190476,26.1,34.45
1,participant_2,-286.73809523809524,26.1,34.45
1,participant_2,-286.7142857142857,26.1,34.45
1,participant_2,-286.6904761904762,26.1,34.45
1,participant_2,-286.6666666666667,26.1,34.45
1,participant_2,-286.64285714285717,26.1,34.45
1,participant_2,-286.6190476190476,26.1,34.45
1,participant_2,-286.5952380952381,26.1,34.45
1,participant_2,-286.57142857142856,26.1,34.45
1,participant_2,-286.54761904761904,26.1,34.45
1,participant_2,-286.5238095238095,26.1,34.45
1,participant_2,-286.5,26.1,34.45
1,participant_2,-286.4761904761905,26.1,34.45
1,participant_2,-286.45238095238096,26.1,34.45
1,participant_2,-286.42857142857144,26.1,34.45
1,participant_2,-286.4047619047619,26.1,34.45
1,participant_2,-286.3809523809524,26.1,34.45
1,participant_2,-286.35714285714283,26.1,34.45
1,participant_2,-286.3333333333333,26.1,34.45
1,participant_2,-286.3095238095238,26.1,34.45
1,participant_2,-286.2857142857143,26.1,34.45
1,participant_2,-286.26190476190476,26.1,34.45
1,participant_2,-286.23809523809524,26.1,34.45
1,participant_2,-286.2142857142857,26.1,34.45
1,participant_2,-286.1904761904762,26.1,34.45
1,participant_2,-286.1666666666667,26.1,34.45
1,participant_2,-286.14285714285717,26.1,34.45
1,participant_2,-286.1190476190476,26.1,34.45
1,participant_2,-286.0952380952381,26.1,34.45
