transition_id,participant_id,seconds_to_onset,Ambient_Temperature,Wrist_Skin_Temperature
1,participant_2,-55.92857142857143,23.2,34.33
1,participant_2,-55.904761904761905,23.2,34.33
1,participant_2,-55.88095238095238,23.2,34.33
1,participant_2,-55.857142857142854,23.2,34.33
1,participant_2,-55.833333333333336,23.2,34.33
1,participant_2,-55.80952380952381,23.2,34.33
1,participant_2,-55.785714285714285,23.2,34.33
1,participant_2,-55.76190476190476,23.2,34.33
1,participant_2,-55.73809523809524,23.2,34.33
1,participant_2,-55.714285714285715,23.2,34.33
1,participant_2,-55.69047619047619,23.2,34.33
1,participant_2,-55.666666666666664,23.2,34.33
1,participant_2,-55.642857142857146,23.2,34.33
1,participant_2,-55.61904761904762,23.2,34.33
1,participant_2,-55.595238095238095,23.2,34.33
1,participant_2,-55.57142857142857,23.2,34.33
1,participant_2,-55.54761904761905,23.2,34.33
1,participant_2,-55.523809523809526,23.2,34.33
1,participant_2,-55.5,23.2,34.33
1,participant_2,-55.476190476190474,23.2,34.33
1,participant_2,-55.45238095238095,23.2,34.33
1,participant_2,-55.42857142857143,23.2,34.33
1,participant_2,-55.404761904761905,23.2,34.33
1,participant_2,-55.38095238095238,23.2,34.33
1,participant_2,-55.357142857142854,23.2,34.33
1,participant_2,-55.333333333333336,23.2,34.33
1,participant_2,-55.30952380952381,23.2,34.33
1,participant_2,-55.285714285714285,23.2,34.33
1,participant_2,-55.26190476190476,23.2,34.33
1,participant_2,-55.23809523809524,23.2,34.33
1,participant_2,-55.214285714285715,23.2,34.33
1,participant_2,-55.19047619047619,23.2,34.33
1,participant_2,-55.166666666666664,23.2,34.33
1,participant_2,-55.142857142857146,23.2,34.33
1,participant_2,-55.11904761904762,23.2,34.33
1,participant_2,-55.095238095238095,23.2,34.33
1,participant_2,-55.07142857142857,23.2,34.33
1,participant_2,-55.04761904761905,23.2,34.33
1,participant_2,-55.023809523809526,23.2,34.33
1,participant_2,-55.0,23.2,34.33
1,participant_2,-54.976190476190474,23.2,34.33
1,participant_2,-54.95238095238095,23.2,34.33
1,participant_2,-54.92857142857143,23.2,34.33
1,participant_2,-54.904761904761905,23.2,34.33
1,participant_2,-54.88095238095238,23.2,34.33
1,participant_2,-54.857142857142854,23.2,34.33
1,participant_2,-54.833333333333336,23.2,34.33
1,participant_2,-54.80952380952381,23.2,34.33
1,participant_2,-54.785714285714285,23.2,34.33
1,participant_2,-54.76190476190476,23.2,34.33
1,participant_2,-54.73809523809524,23.2,34.33
1,participant_2,-54.714285714285715,23.2,34.33
1,participant_2,-54.69047619047619,23.2,34.33
1,participant_2,-54.666666666666664,23.2,34.33
1,participant_2,-54.642857142857146,23.2,34.33
1,participant_2,-54.61904761904762,23.2,34.33
1,participant_2,-54.595238095238095,23.2,34.33
1,participant_2,-54.57142857142857,23.2,34.33
1,participant_2,-54.54761904761905,23.2,34.33
1,participant_2,-54.523809523809526,23.2,34.33
1,participant_2,-54.5,23.2,34.33
1,participant_2,-54.476190476190474,23.2,34.33
1,participant_2,-54.45238095238095,23.2,34.33
1,participant_2,-54.42857142857143,23.2,34.33
1,participant_2,-54.404761904761905,23.2,34.33
1,participant_2,-54.38095238095238,23.2,34.33
1,participant_2,-54.357142857142854,23.2,34.33
1,participant_2,-54.333333333333336,23.2,34.33
1,participant_2,-54.30952380952381,23.2,34.33
1,participant_2,-54.285714285714285,23.2,34.33
1,participant_2,-54.26190476190476,23.2,34.33
1,participant_2,-54.23809523809524,23.2,34.33
1,participant_2,-54.214285714285715,23.2,34.33
1,participant_2,-54.19047619047619,23.2,34.33
1,participant_2,-54.166666666666664,23.2,34.33
1,participant_2,-54.142857142857146,23.2,34.33
1,participant_2,-54.11904761904762,23.2,34.33
1,participant_2,-54.095238095238095,23.2,34.33
1,participant_2,-54.07142857142857,23.2,34.33
1,participant_2,-54.04761904761905,23.2,34.33
1,participant_2,-54.023809523809526,23.2,34.33
1,participant_2,-54.0,23.2,34.33
1,participant_2,-53.976190476190474,23.2,34.33
1,participant_2,-53.95238095238095,23.2,34.33
1,participant_2,-53.92857142857143,23.2,34.33
1,participant_2,-53.904761904761905,23.2,34.33
1,participant_2,-53.88095238095238,23.2,34.33
1,participant_2,-53.857142857142854,23.2,34.33
1,participant_2,-53.833333333333336,23.2,34.33
1,participant_2,-53.80952380952381,23.2,34.33
1,participant_2,-53.785714285714285,23.2,34.33
1,participant_2,-53.76190476190476,23.2,34.33
1,participant_2,-53.73809523809524,23.1,34.33
1,participant_2,-53.714285714285715,23.1,34.33
1,participant_2,-53.69047619047619,23.1,34.33
1,participant_2,-53.666666666666664,23.1,34.35
1,participant_2,-53.642857142857146,23.1,34.35
1,participant_2,-53.61904761904762,23.1,34.35
1,participant_2,-53.595238095238095,23.1,34.35
1,participant_2,-53.57142857142857,23.1,34.35
1,participant_2,-53.54761904761905,23.1,34.35
1,participant_2,-53.523809523809526,23.1,34.35
1,participant_2,-53.5,23.1,34.35
1,participant_2,-53.476190476190474,23.1,34.35
1,participant_2,-53.45238095238095,23.1,34.35
1,participant_2,-53.42857142857143,23.1,34.35
1,participant_2,-53.404761904761905,23.1,34.35
1,participant_2,-53.38095238095238,23.1,34.35
1,participant_2,-53.357142857142854,23.1,34.35
1,participant_2,-53.333333333333336,23.1,34.35
1,participant_2,-53.30952380952381,23.1,34.35
1,participant_2,-53.285714285714285,23.1,34.35
1,participant_2,-53.26190476190476,23.1,34.35
1,participant_2,-53.23809523809524,23.1,34.35
1,participant_2,-53.214285714285715,23.1,34.35
1,participant_2,-53.19047619047619,23.1,34.35
1,participant_2,-53.166666666666664,23.1,34.35
1,participant_2,-53.142857142857146,23.1,34.35
1,participant_2,-53.11904761904762,23.1,34.35
1,participant_2,-53.095238095238095,23.1,34.35
1,participant_2,-53.07142857142857,23.1,34.35
1,participant_2,-53.04761904761905,23.1,34.35
1,participant_2,-53.023809523809526,23.1,34.35
1,participant_2,-53.0,23.1,34.35
1,participant_2,-52.976190476190474,23.1,34.35
1,participant_2,-52.95238095238095,23.1,34.35
1,participant_2,-52.92857142857143,23.1,34.35
1,participant_2,-52.904761904761905,23.1,34.35
1,participant_2,-52.88095238095238,23.1,34.35
1,participant_2,-52.857142857142854,23.1,34.35
1,participant_2,-52.833333333333336,23.1,34.35
1,participant_2,-52.80952380952381,23.1,34.35
1,participant_2,-52.785714285714285,23.1,34.35
1,participant_2,-52.76190476190476,23.1,34.35
1,participant_2,-52.73809523809524,23.1,34.35
1,participant_2,-52.714285714285715,23.1,34.35
1,participant_2,-52.69047619047619,23.1,34.35
1,participant_2,-52.666666666666664,23.1,34.35
1,participant_2,-52.642857142857146,23.1,34.35
1,participant_2,-52.61904761904762,23.1,34.35
1,participant_2,-52.595238095238095,23.1,34.35
1,participant_2,-52.57142857142857,23.1,34.35
1,participant_2,-52.54761904761905,23.1,34.35
1,participant_2,-52.523809523809526,23.1,34.35
1,participant_2,-52.5,23.1,34.35
1,participant_2,-52.476190476190474,23.1,34.35
1,participant_2,-52.45238095238095,23.1,34.35
1,participant_2,-52.42857142857143,23.1,34.35
1,participant_2,-52.404761904761905,23.1,34.35
1,participant_2,-52.38095238095238,23.1,34.35
1,participant_2,-52.357142857142854,23.1,34.35
1,participant_2,-52.333333333333336,23.1,34.35
1,participant_2,-52.30952380952381,23.1,34.35
1,participant_2,-52.285714285714285,23.1,34.35
1,participant_2,-52.26190476190476,23.1,34.35
1,participant_2,-52.23809523809524,23.1,34.35
1,participant_2,-52.214285714285715,23.1,34.31
1,participant_2,-52.19047619047619,23.1,34.31
1,participant_2,-52.166666666666664,23.2,34.31
1,participant_2,-52.142857142857146,23.2,34.31
1,participant_2,-52.11904761904762,23.2,34.31
1,participant_2,-52.095238095238095,23.2,34.31
1,participant_2,-52.07142857142857,23.2,34.31
1,participant_2,-52.04761904761905,23.2,34.31
1,participant_2,-52.023809523809526,23.2,34.31
1,participant_2,-52.0,23.2,34.31
1,participant_2,-51.976190476190474,23.2,34.31
1,participant_2,-51.95238095238095,23.2,34.31
1,participant_2,-51.92857142857143,23.2,34.31
1,participant_2,-51.904761904761905,23.2,34.31
1,participant_2,-51.88095238095238,23.2,34.31
1,participant_2,-51.857142857142854,23.2,34.31
1,participant_2,-51.833333333333336,23.2,34.31
1,participant_2,-51.80952380952381,23.2,34.31
1,participant_2,-51.785714285714285,23.2,34.31
1,participant_2,-51.76190476190476,23.2,34.31
1,participant_2,-51.73809523809524,23.2,34.31
1,participant_2,-51.714285714285715,23.2,34.31
1,participant_2,-51.69047619047619,23.2,34.31
1,participant_2,-51.666666666666664,23.2,34.31
1,participant_2,-51.642857142857146,23.2,34.31
1,participant_2,-51.61904761904762,23.2,34.31
1,participant_2,-51.595238095238095,23.2,34.31
1,participant_2,-51.57142857142857,23.2,34.31
1,participant_2,-51.54761904761905,23.2,34.31
1,participant_2,-51.523809523809526,23.2,34.31
1,participant_2,-51.5,23.2,34.31
1,participant_2,-51.476190476190474,23.2,34.31
1,participant_2,-51.45238095238095,23.2,34.31
1,participant_2,-51.42857142857143,23.2,34.31
1,participant_2,-51.404761904761905,23.2,34.31
1,participant_2,-51.38095238095238,23.2,34.31
1,participant_2,-51.357142857142854,23.2,34.31
1,participant_2,-51.333333333333336,23.2,34.31
1,participant_2,-51.30952380952381,23.2,34.31
1,participant_2,-51.285714285714285,23.2,34.31
1,participant_2,-51.26190476190476,23.2,34.31
1,participant_2,-51.23809523809524,23.2,34.31
1,participant_2,-51.214285714285715,23.2,34.31
1,participant_2,-51.19047619047619,23.2,34.31
1,participant_2,-51.166666666666664,23.2,34.31
1,participant_2,-51.142857142857146,23.2,34.31
1,participant_2,-51.11904761904762,23.2,34.31
1,participant_2,-51.095238095238095,23.2,34.31
1,participant_2,-51.07142857142857,23.2,34.31
1,participant_2,-51.04761904761905,23.2,34.31
1,participant_2,-51.023809523809526,23.2,34.31
1,participant_2,-51.0,23.2,34.31
1,participant_2,-50.976190476190474,23.2,34.31
1,participant_2,-50.95238095238095,23.2,34.33
1,participant_2,-50.92857142857143,23.2,34.33
1,participant_2,-50.904761904761905,23.2,34.33
1,participant_2,-50.88095238095238,23.1,34.33
1,participant_2,-50.857142857142854,23.1,34.33
1,participant_2,-50.833333333333336,23.1,34.33
1,participant_2,-50.80952380952381,23.1,34.33
1,participant_2,-50.785714285714285,23.1,34.33
1,participant_2,-50.76190476190476,23.1,34.33
1,participant_2,-50.73809523809524,23.1,34.33
1,participant_2,-50.714285714285715,23.1,34.33
1,participant_2,-50.69047619047619,23.1,34.33
1,participant_2,-50.666666666666664,23.1,34.33
1,participant_2,-50.642857142857146,23.1,34.33
1,participant_2,-50.61904761904762,23.1,34.33
1,participant_2,-50.595238095238095,23.1,34.33
1,participant_2,-50.57142857142857,23.1,34.33
1,participant_2,-50.54761904761905,23.1,34.33
1,participant_2,-50.523809523809526,23.1,34.33
1,participant_2,-50.5,23.1,34.33
1,participant_2,-50.476190476190474,23.1,34.33
1,participant_2,-50.45238095238095,23.1,34.33
1,participant_2,-50.42857142857143,23.1,34.33
1,participant_2,-50.404761904761905,23.1,34.33
1,participant_2,-50.38095238095238,23.1,34.33
1,participant_2,-50.357142857142854,23.1,34.33
1,participant_2,-50.333333333333336,23.1,34.33
1,participant_2,-50.30952380952381,23.1,34.33
1,participant_2,-50.285714285714285,23.1,34.33
1,participant_2,-50.26190476190476,23.1,34.33
1,participant_2,-50.23809523809524,23.1,34.33
1,participant_2,-50.214285714285715,23.1,34.33
1,participant_2,-50.19047619047619,23.1,34.33
1,participant_2,-50.166666666666664,23.1,34.33
1,participant_2,-50.142857142857146,23.1,34.33
1,participant_2,-50.11904761904762,23.1,34.33
1,participant_2,-50.095238095238095,23.1,34.33
1,participant_2,-50.07142857142857,23.1,34.33
1,participant_2,-50.04761904761905,23.1,34.33
1,participant_2,-50.023809523809526,23.1,34.33
1,participant_2,-50.0,23.1,34.33
1,participant_2,-49.976190476190474,23.1,34.33
1,participant_2,-49.95238095238095,23.1,34.33
1,participant_2,-49.92857142857143,23.1,34.33
1,participant_2,-49.904761904761905,23.1,34.33
1,participant_2,-49.88095238095238,23.1,34.33
1,participant_2,-49.857142857142854,23.1,34.33
1,participant_2,-49.833333333333336,23.1,34.33
1,participant_2,-49.80952380952381,23.1,34.33
1,participant_2,-49.785714285714285,23.1,34.33
1,participant_2,-49.76190476190476,23.1,34.33
1,participant_2,-49.73809523809524,23.1,34.33
1,participant_2,-49.714285714285715,23.1,34.33
1,participant_2,-49.69047619047619,23.1,34.33
1,participant_2,-49.666666666666664,23.1,34.33
1,participant_2,-49.642857142857146,23.1,34.33
1,participant_2,-49.61904761904762,23.1,34.33
1,participant_2,-49.595238095238095,23.1,34.33
1,participant_2,-49.57142857142857,23.1,34.33
1,participant_2,-49.54761904761905,23.1,34.33
1,participant_2,-49.523809523809526,23.1,34.33
1,participant_2,-49.5,23.1,34.33
1,participant_2,-49.476190476190474,23.1,34.33
1,participant_2,-49.45238095238095,23.1,34.33
1,participant_2,-49.42857142857143,23.1,34.33
1,participant_2,-49.404761904761905,23.1,34.31
1,participant_2,-49.38095238095238,23.1,34.31
1,participant_2,-49.357142857142854,23.1,34.31
1,participant_2,-49.333333333333336,23.1,34.31
1,participant_2,-49.30952380952381,23.1,34.31
1,participant_2,-49.285714285714285,23.1,34.31
1,participant_2,-49.26190476190476,23.1,34.31
1,participant_2,-49.23809523809524,23.1,34.31
1,participant_2,-49.214285714285715,23.1,34.31
1,participant_2,-49.19047619047619,23.1,34.31
1,participant_2,-49.166666666666664,23.1,34.31
1,participant_2,-49.142857142857146,23.1,34.31
1,participant_2,-49.11904761904762,23.1,34.31
1,participant_2,-49.095238095238095,23.1,34.31
1,participant_2,-49.07142857142857,23.1,34.31
1,participant_2,-49.04761904761905,23.1,34.31
1,participant_2,-49.023809523809526,23.1,34.31
1,participant_2,-49.0,23.1,34.31
1,participant_2,-48.976190476190474,23.1,34.31
1,participant_2,-48.95238095238095,23.1,34.31
1,participant_2,-48.92857142857143,23.1,34.31
1,participant_2,-48.904761904761905,23.1,34.31
1,participant_2,-48.88095238095238,23.1,34.31
1,participant_2,-48.857142857142854,23.1,34.31
1,participant_2,-48.833333333333336,23.1,34.31
1,participant_2,-48.80952380952381,23.1,34.31
1,participant_2,-48.785714285714285,23.1,34.31
1,participant_2,-48.76190476190476,23.1,34.31
1,participant_2,-48.73809523809524,23.1,34.31
1,participant_2,-48.714285714285715,23.1,34.31
1,participant_2,-48.69047619047619,23.1,34.31
1,participant_2,-48.666666666666664,23.1,34.31
1,participant_2,-48.642857142857146,23.1,34.31
1,participant_2,-48.61904761904762,23.1,34.31
1,participant_2,-48.595238095238095,23.1,34.31
1,participant_2,-48.57142857142857,23.1,34.31
1,participant_2,-48.54761904761905,23.1,34.31
1,participant_2,-48.523809523809526,23.1,34.31
1,participant_2,-48.5,23.1,34.31
1,participant_2,-48.476190476190474,23.1,34.31
1,participant_2,-48.45238095238095,23.1,34.31
1,participant_2,-48.42857142857143,23.1,34.31
1,participant_2,-48.404761904761905,23.1,34.31
1,participant_2,-48.38095238095238,23.1,34.31
1,participant_2,-48.357142857142854,23.1,34.31
1,participant_2,-48.333333333333336,23.1,34.31
1,participant_2,-48.30952380952381,23.1,34.31
1,participant_2,-48.285714285714285,23.1,34.31
1,participant_2,-48.26190476190476,23.1,34.31
1,participant_2,-48.23809523809524,23.1,34.31
1,participant_2,-48.214285714285715,23.1,34.31
1,participant_2,-48.19047619047619,23.1,34.31
1,participant_2,-48.166666666666664,23.1,34.31
1,participant_2,-48.142857142857146,23.1,34.31
1,participant_2,-48.11904761904762,23.1,34.33
1,participant_2,-48.095238095238095,23.1,34.33
1,participant_2,-48.07142857142857,23.1,34.33
1,participant_2,-48.04761904761905,23.1,34.33
1,participant_2,-48.023809523809526,23.1,34.33
1,participant_2,-48.0,23.1,34.33
1,participant_2,-47.976190476190474,23.1,34.33
1,participant_2,-47.95238095238095,23.1,34.33
1,participant_2,-47.92857142857143,23.1,34.33
1,participant_2,-47.904761904761905,23.1,34.33
1,participant_2,-47.88095238095238,23.1,34.33
1,participant_2,-47.857142857142854,23.1,34.33
1,participant_2,-47.833333333333336,23.1,34.33
1,participant_2,-47.80952380952381,23.1,34.33
1,participant_2,-47.785714285714285,23.1,34.33
1,participant_2,-47.76190476190476,23.1,34.33
1,participant_2,-47.73809523809524,23.1,34.33
1,participant_2,-47.714285714285715,23.1,34.33
1,participant_2,-47.69047619047619,23.1,34.33
1,participant_2,-47.666666666666664,23.1,34.33
1,participant_2,-47.642857142857146,23.1,34.33
1,participant_2,-47.61904761904762,23.1,34.33
1,participant_2,-47.595238095238095,23.1,34.33
1,participant_2,-47.57142857142857,23.1,34.33
1,participant_2,-47.54761904761905,23.1,34.33
1,participant_2,-47.523809523809526,23.1,34.33
1,participant_2,-47.5,23.1,34.33
1,participant_2,-47.476190476190474,23.1,34.33
1,participant_2,-47.45238095238095,23.1,34.33
1,participant_2,-47.42857142857143,23.1,34.33
1,participant_2,-47.404761904761905,23.1,34.33
1,participant_2,-47.38095238095238,23.1,34.33
1,participant_2,-47.357142857142854,23.1,34.33
1,participant_2,-47.333333333333336,23.1,34.33
1,participant_2,-47.30952380952381,23.1,34.33
1,participant_2,-47.285714285714285,23.1,34.33
1,participant_2,-47.26190476190476,23.1,34.33
1,participant_2,-47.23809523809524,23.1,34.33
1,participant_2,-47.214285714285715,23.1,34.33
1,participant_2,-47.19047619047619,23.1,34.33
1,participant_2,-47.166666666666664,23.1,34.33
1,participant_2,-47.142857142857146,23.1,34.33
1,participant_2,-47.11904761904762,23.1,34.33
1,participant_2,-47.095238095238095,23.1,34.33
1,participant_2,-47.07142857142857,23.1,34.33
1,participant_2,-47.04761904761905,23.1,34.33
1,participant_2,-47.023809523809526,23.1,34.33
1,participant_2,-47.0,23.1,34.33
1,participant_2,-46.976190476190474,23.1,34.33
1,participant_2,-46.95238095238095,23.1,34.33
1,participant_2,-46.92857142857143,23.1,34.33
1,participant_2,-46.904761904761905,23.1,34.33
1,participant_2,-46.88095238095238,23.1,34.33
1,participant_2,-46.857142857142854,23.1,34.33
1,participant_2,-46.833333333333336,23.1,34.33
1,participant_2,-46.80952380952381,23.1,34.33
1,participant_2,-46.785714285714285,23.1,34.33
1,participant_2,-46.76190476190476,23.1,34.33
1,participant_2,-46.73809523809524,23.1,34.33
1,participant_2,-46.714285714285715,23.1,34.33
1,participant_2,-46.69047619047619,23.1,34.33
1,participant_2,-46.666666666666664,23.1,34.33
1,participant_2,-46.642857142857146,23.1,34.33
1,participant_2,-46.61904761904762,23.1,34.33
1,participant_2,-46.595238095238095,23.1,34.33
1,participant_2,-46.57142857142857,23.1,34.33
1,participant_2,-46.54761904761905,23.1,34.33
1,participant_2,-46.523809523809526,23.1,34.33
1,participant_2,-46.5,23.1,34.33
1,participant_2,-46.476190476190474,23.1,34.33
1,participant_2,-46.45238095238095,23.1,34.33
1,participant_2,-46.42857142857143,23.1,34.33
1,participant_2,-46.404761904761905,23.1,34.33
1,participant_2,-46.38095238095238,23.1,34.33
1,participant_2,-46.357142857142854,23.1,34.33
1,participant_2,-46.333333333333336,23.1,34.33
1,participant_2,-46.30952380952381,23.1,34.33
1,participant_2,-46.285714285714285,23.1,34.33
1,participant_2,-46.26190476190476,23.1,34.33
1,participant_2,-46.23809523809524,23.1,34.33
1,participant_2,-46.214285714285715,23.1,34.33
1,participant_2,-46.19047619047619,23.1,34.33
1,participant_2,-46.166666666666664,23.1,34.33
1,participant_2,-46.142857142857146,23.1,34.33
1,participant_2,-46.11904761904762,23.1,34.33
1,participant_2,-46.095238095238095,23.1,34.33
